id;message;target
5606;No sé. Sigues diciendo que no, pero desde que se mudó, seguimos discutiendo sobre libertad y responsabilidad. Y estoy harta. Tengo tantas otras cosas con las que lidiar que apenas puedo mantener la compostura cuando se suma esto.;legit
5607;No sé... espera, lo comprobaré.;legit
5608;No sé... está viendo una película en la computadora.;legit
5609;No sé:) Esta semana voy a Tirunelveli da.;legit
5610;No será hasta las 2.15 porque estoy intentando arreglar la casa, ¿está bien?;legit
5611;No solo por conducir, aunque por muchas razones la llaman BBD... es chikku, ¿y qué hay del resfriado? Escuché que Vinobanagar es violento, ¿cuál es su condición? ¿Y cómo está? ¿Algún problema?;legit
5612;No te conozco y tú no me conoces. ¡Envía un CHAT al 86688 ahora y conozcámonos! Solo 150 peniques por mensaje recibido. HG/Suite342/2Lands/Row/W1J6HL LDN. Mayor de 18 años.;spam
5613;No te creo. Creo que se lo dijiste.;legit
5614;No te estreses demasiado... Siempre encuentra tiempo para reír. ¡Quizás no te añada años de vida! ¡Pero sin duda te dará más vida! ¡Buen día... buenos sueños!;legit
5615;No te hagas ilusiones... Dile a ese hombre mío dos pintas de Carlin en diez minutos, por favor....;legit
5616;No te he olvidado, puede que tenga un par de dólares para enviarte mañana, ¿vale? Yo también te quiero.;legit
5617;No te lo pierdas! 120 GB en tu linea adicional por solo S/39.90/mes y 2 recibos GRATIS. Llama al 0800 236 25 o entra a www.onlinemovistar.com/mar03plai;spam
5618;NO TE LO PIERDAS! Adquiere tu DUO MOVISTAR pagando S/80 MENOS x 3 MESES y te llevas 200Mbps, aqui www.onlinemovistar.com/Duonov25;spam
5619;No te lo vas a creer, pero me bajé en Taunton. ¡Guau!;legit
5620;No te molestaré más... Jia tú...;legit
5621;No te muestres. ¿Hasta dónde? Sube fotos nuevas a Facebook.;legit
5622;No te olvides tu chompa, hace frío.;legit
5623;NO TE OLVIDES! Activa HOY tu CHIP (Sim Card) de regalo que trae un BONO de minutos y redes sociales ILIMITADAS x 30 dias.Gracias por elegirnos, Movistar;spam
5624;"No te pierdas el partido de NUESTRA SELECCION este 11/11! Paga tu recibo Hogar 51948531 por la app MiMovistar o la web/app del banco y evita la suspension.""";spam
5625;"No te pierdas el partido de NUESTRA SELECCION este 16/11! Paga tu recibo Hogar 51948531 por la app MiMovistar o la web/app del banco y evita la suspension.""";spam
5626;No te pierdas la ultima temp de The Handmaid?s Tale! Descubre el destino de June en este gran final. Miralo YA: https://bitel.pe/3E1OL7v;spam
5627;No te pierdas! 50% dto. para SIEMPRE, migrando tus lineas a Entel(dto. incluye tus lineas Entel actuales).+Info: en tu tienda Entel mas cercana o llama al 123;spam
5628;No te pongas flácido... ¡sé ágil y feliz! Solo servicio de chat gay con fotos. Llama al 08718730666 (10 p. m./min). Para dejar de enviar mensajes, llama al 08712460324.;spam
5629;No te preocupes el 05 y 06 abril no se suspendera tu servicio Movistar por falta de pago,recuerda que puedes realizar el pago x app/web de banco o app MiMovistar;spam
5630;No te preocupes, *¡es fácil una vez tienes los ingredientes!;legit
5631;No te preocupes, espero que la sesión de fotos haya ido bien. Diviértete mucho en Workage.;legit
5632;No te preocupes, está bien.;legit
5633;No te preocupes, un día llegará un lambu ji muy grande... hasta entonces disfruta de la fiesta del batchlor:-);legit
5634;No te preocupes. Compraré las tiras de prueba de ovulación y te las enviaré. No las recibirás hasta marzo. ¿Podrías enviarme tu dirección postal? No hay problema. De acuerdo.;legit
5635;No te preocupes. Seguro que lo entiendes.;legit
5636;No te preocupes. Supongo que está ocupado.;legit
5637;No te preocupes... usa trozos de hielo en una compresa de tela. También toma 2 tabletas.;legit
5638;No te quedes incomunicado! Llama al *777# , adquiere un nuevo paquete de minutos + SMS ILIMITADOS! Info: claro.com.pe;spam
5639;No te quedes incomunicado! Llama al *777# , adquiere un nuevo paquete de minutos + SMS ILIMITADOS! Info: claro.com.pe;spam
5640;No te quedes incomunicado! Llama al *777# , adquiere un nuevo paquete de minutos + SMS ILIMITADOS! Info: claro.com.peNo te quedes incomunicado! Llama al *777# , adquiere un nuevo paquete de minutos + SMS ILIMITADOS! Info: claro.com.peTu bono de 200 MB ha expirado o consumiste la totalidad de tus MB. Ingresa gratis a Mi Claro APP en cl4.ro/miclarocompras si necesitas mas megas;spam
5641;No te quedes sin datos! RECARGA HOY S/7 y COMPRA TU PAQUETE QUE TE DA FACEBOOK, MESSENGER y LLAMADAS + 700MB de INTERNET x 4 DIAS. Recarga y envia PQ7 al 515.;spam
5642;NO TE TARDES, AMOR, MAMÁ;legit
5643;No te tocaré sin tu permiso.;legit
5644;No tengo el número de nadie, todavía no he pensado en una forma diplomática de preguntarle a Alex.;legit
5645;No tengo idea de dónde estás;legit
5646;No tengo idea, supongo que lo resolveremos una hora después de que se supone que debemos irnos, ya que, como siempre, nadie tiene interés en resolver nada antes del último segundo.;legit
5647;No tengo internet;legit
5648;No tengo mucha imagen en clase.;legit
5649;No tengo net ps;legit
5650;No tengo ninguno de tus archivos en mi bolso. Estaba en el trabajo cuando me llamaste. Te avisaré si encuentro algo en mi habitación.;legit
5651;No tengo objeciones. Mi novio no viene.;legit
5652;No tengo que preguntar si puedes primero. De reunirme con él para almorzar, ya puedo. ¿O prefieres preguntarle primero y luego confirmarme lo antes posible?;legit
5653;No tengo su número, señor.;legit
5654;No tengo tareas que hacer en casa...;legit
5655;No tengo, compraré uno, querida.;legit
5656;No tenías que decirme eso... ahora lo pienso. Además, va a detener todas tus carreras.;legit
5657;No tiene sentido aferrarse al señor equivocado si no te hace feliz.;legit
5658;No tiene sentido llevarlo allí a menos que sea gratis. Si necesitas saber más, visita wikipedia.com.;legit
5659;No vas a venir a casa entre clases, ¿verdad? ¡Necesito hacer ejercicio y ducharme!;legit
5660;No veo la tele en casa... No salgo. Estoy muy aburrido...;legit
5661;No vio su sombra. ¡Qué alegría tener una primavera temprana!;legit
5662;No volveré a casa a cenar.;legit
5663;No voy a contestar ningún teléfono a una hora que en realidad es bastante razonable, pero tengo sueño.;legit
5664;No voy a ir, haz lo que quieras.;legit
5665;No voy, tengo algo planeado, a menos que se reúnan para cenar mañana... Jaja, me pregunto quién irá esta vez...;legit
5666;No, *no* quise publicarlo. Lo escribí, y como tantas otras veces que te he escrito, lo dejé ahí. Era lo que sentía en ese momento. Estaba enfadada. Antes de irme, le di a enviar y paré. No estaba. Revisé mi móvil al llegar al coche. No estaba. Dijiste que no dormiste, que estabas aburrida. Entonces, ¿por qué no sería ese el momento de limpiar, doblar la ropa, etc.? ¿Al menos hacer la cama?;legit
5667;No, cariño, tengo mensajes gratis sin recarga. Hola, hola, hola.;legit
5668;No, con mi hermana... Después de bañar a mi perro, puedo bañarme... Parece que pronto va a llover.;legit
5669;No, decidí que solo las personas a las que les importan las cosas votan, y preocuparse por las cosas es para perdedores.;legit
5670;No, déjame hacer los cálculos. No se te dan bien.;legit
5671;No, el miércoles. ¿Cuándo debería llevar la bolsa de mini Cheetos?;legit
5672;No, es directo, si puedes llevar marihuana o bebidas o algo que sea realmente un poco más útil que el efectivo.;legit
5673;No, es verdad... ¿Sabes este número? <#> ?;legit
5674;No, eso solo significa que tienes la cabeza gorda.;legit
5675;No, está bien. ¡Aunque quizás me eche una siesta!;legit
5676;No, estoy bien para la película. ¿Está bien si me voy en una hora?;legit
5677;No, estoy en el mismo barco. Sigo aquí en casa de mi madre. Mírame en ti. Estoy medio desnuda.;legit
5678;No, estoy esperando en el coche, así que me aburro. Porque esperar afuera no tiene nada que hacer. En casa puedo hacer mis cosas o ver la tele.;legit
5679;No, estoy esperando en la escuela a papá...;legit
5680;No, hacemos fiesta los 7 días de la semana y estudiamos a la ligera. Creo que necesitamos dibujar algunas casillas de verificación personalizadas para que sepan que somos incondicionales.;legit
5681;No, hombre, mi coche está diseñado para estar lleno de gente.;legit
5682;No, llegará solo a las 9. Dice que estará allí. No lo sé.;legit
5683;"No, lo estuve intentando todo el fin de semana ;V";legit
5684;No, lo vendemos todo, así que tendremos muchísimas monedas. Luego, vendemos nuestras monedas a alguien por PayPal. ¡Listo! ¡Dinero de vuelta en tus bolsillos!;legit
5685;No, me conectaré ahora.;legit
5686;No, mi mamá fue al dentista.;legit
5687;No, mis mantas son suficientes, gracias.;legit
5688;No, no estoy conduciendo... Nunca he revelado las fotos...;legit
5689;No, no lo hizo. ¡La primavera se adelanta, yay!;legit
5690;No, no lo hizo. Buscaré en línea y te lo haré saber.;legit
5691;"No, no lo soy. No puedo darte todo lo que quieres y necesitas. De hecho, podrías valerte más por ti misma; tienes más dinero que yo. No consigo trabajo, no consigo pareja, no puedo pagar la renta, ni siquiera puedo llenar el maldito tanque de gasolina. Sí, estoy estresada y deprimida. Ni siquiera llamé a casa para Acción de Gracias porque tendré que decirles que no estoy tramando nada.";legit
5692;No, no quiero escuchar nada.;legit
5693;No, no tengo cáncer. Las mamás le dan mucha importancia a un chequeo regular, también conocido como citología vaginal.;legit
5694;No, no tengo ninguna película en mi computadora portátil.;legit
5695;No, no voy a poder. || Es demasiado tarde para avisar. || De todos modos, estaré en casa en unas semanas. || ¿Cuáles son los planes?;legit
5696;No, no, pero aún así soy aficionado.;legit
5697;No, no. Revisaré todas las habitaciones antes de las actividades.;legit
5698;No, no:) Esta es la tierra natal de Kallis. La ciudad natal de Amla es Durban:);legit
5699;No, pero el reproductor de Blu-ray puede.;legit
5700;No, pero iré a la escuela el viernes bastante temprano porque mi hermana tiene un periódico por la mañana :-);legit
5701;No, pero llámame después de un rato. Te lo diré.;legit
5702;No, pero me dijiste que ibas, ¡antes de emborracharte!;legit
5703;No, pero me voy a casa ahora y luego voy a cargar gasolina... Parece que pronto lloverá...;legit
5704;No, por favor, iré. Voy de camino.;legit
5705;No, probablemente <#> %.;legit
5706;No, se canceló, ¡sí, cariño! Bueno, eso suena importante, así que lo entiendo, cariño. Llámame luego por teléfono. Con cariño, Kate.;legit
5707;No, señor. Por eso hice un viaje de ocho horas en autobús la semana pasada. Tengo otra audición el próximo miércoles, pero creo que esta vez conduciré yo.;legit
5708;No, solo te lo envié. Porque estás en el templo.;legit
5709;No, solo te va a dar dolor de cabeza intentar averiguarlo. Puedes confiar en mí para hacer los cálculos. Te lo prometo. O:-);legit
5710;No, soy una DD perpetua;legit
5711;No, todavía estoy en el mercado.;legit
5712;No, voy a trabajar contigo, ¿qué pasa contigo?;legit
5713;No. ¿Les enviaste un mensaje multimedia o un correo electrónico?;legit
5714;No. ¿Me lo puedes enviar? Y, ¿cómo está Mode?;legit
5715;No. De camino a casa. Así que, si no fuera por la larga sequía, la temporada habría terminado.;legit
5716;No. Desde que Ayo viajó, se olvidó de su chico.;legit
5717;No. Ella está actualmente en Escocia por eso.;legit
5718;No. Gracias. Has sido maravilloso.;legit
5719;No. Mientras tanto ella habla, dime, hazme un favor.;legit
5720;No. No es especialización. Puedo trabajar, pero es trabajo esclavo. Lo buscaré este mes. No es shakara para mendigos.;legit
5721;No. No es orgullo. Ya casi tengo 6 años y no debería aceptar dinero de mi hijo. No deberías tener que lidiar con estas cosas. Son cosas de adultos, ¿por qué no te lo cuento?;legit
5722;No. Pero haremos misiones médicas a Nigeria.;legit
5723;No. Quise decir que el cálculo es el mismo. Esas unidades en <#>. Esta escuela es carísima. ¿Has empezado a practicar tu acento? Porque es importante. ¿Y ya decidiste si vas a cursar 4 años de odontología o si solo harás el examen de NMDE?;legit
5724;No. Se me olvidó. Lo mostraré la semana que viene.;legit
5725;No. Sí, por favor. ¿Has estado nadando?;legit
5726;No. Supongo que es para entrometerme. No sé si estoy exagerando si me asusto.;legit
5727;No. Te veo en la biblioteca.;legit
5728;No... C Ì_ entonces...;legit
5729;No... Creo que lo haré el lunes... Perdón por responder tan tarde.;legit
5730;No... está lleno de letras de canciones.;legit
5731;No... pero escuché sobre eso...;legit
5732;No... solo cambia eso...;legit
5733;No... Solo estoy fuera del trabajo...;legit
5734;No...se unió hoy mismo.;legit
5735;No..nombre del software del teléfono..;legit
5736;No..unas horas antes.fui a cortarme el pelo.;legit
5737;No:-) Tengo rumores de que vas a comprar un apartamento en Chennai:-);legit
5738;Noice. Escríbeme cuando estés aquí.;legit
5739;Nooooooo, me voy a aburrir mortalmente todo el día. Se me fue el cable y el internet.;legit
5740;Normalmente es correo caliente. ¡Ya ves!;legit
5741;Normalmente suelo beber más agua diariamente:);legit
5742;Normalmente, el cuerpo se encarga de ello, asegurándose de que no progrese. ¿Podríamos continuar esta charla el sábado, por favor?;legit
5743;Nos complace informarle que su solicitud de Airtel Broadband se ha procesado correctamente. La instalación se realizará en un plazo de 3 días.;legit
5744;Nos divorciamos. Jaja. Ella está aquí.;legit
5745;Nos importa tu tranquilidad! Evita la suspension de tu servicio movil 962203821 el 15/08 y cobro de reconexion de S/7.42. Realiza hoy el pago de S/36.11;spam
5746;Nos quedamos una semana más y volvemos el miércoles. ¿Qué tal nos fue en el rugby este fin de semana? Hola a todos, nos vemos pronto.;legit
5747;Nos uniremos al autobús <#>;legit
5748;Nos vamos a casa en Cabify? Con #JuevesEntel regresa seguro. Obten 30% dto en 2 viajes. Pide tu codigo HOY x AppMiEntel: www.entel.pe/gNd;spam
5749;Nos vemos después del almuerzo...;legit
5750;Nos vemos en el vestíbulo.;legit
5751;Nos vemos en la corporación st outside gap ‰Û_ ¡puedes ver cómo está trabajando mi mente!;legit
5752;Nota: Si alguien llama desde una compañía móvil y le pide que marque # <#> o # <#>, no lo haga. Desconecte la llamada, ya que es un intento de un terrorista de usar el número de la tarjeta SIM. Confirmado por Nokia y Motorola, y verificado por CNN IBN.;spam
5753;Notificación de la cuenta: recientemente, se modificó la contraseña de la cuenta de Google chatgptcriss0@gmail.com (google.com/password).;spam
5754;Notificación de la cuenta: recientemente, se modificó la contraseña de la cuenta de Google marilynmamani832@gmail... (google.com/password).;spam
5755;Notificación de SUNAT. Revísala aquí: notificacion-sunat.pe;spam
5756;Notificación urgente de ATU. Procedimiento pendiente. Ver detalles: http://atu-oficial.pe/1046;spam
5757;Notificación urgente de ATU. Procedimiento pendiente. Ver detalles: http://atu-oficial.pe/1964;spam
5758;Notificación urgente de Banco de Crédito. Procedimiento pendiente. Ver detalles: http://bancodecrédito-oficial.pe/9595;spam
5759;Notificación urgente de Banco de la Nación. Procedimiento pendiente. Ver detalles: http://bancodelanación-oficial.pe/1854;spam
5760;Notificación urgente de BBVA. Procedimiento pendiente. Ver detalles: http://bbva-oficial.pe/9883;spam
5761;Notificación urgente de Bitel Plus. Procedimiento pendiente. Ver detalles: http://bitelplus-oficial.pe/3414;spam
